name,URL,update_time,description,location,category,stage,social_media,age,create_time,close_time,employees,type,source
Mattilda,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
SkillLync,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Danhieux,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Swiggy,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
CapStack,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Swile,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
CDP,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Lynley,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Inngest,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Forageds,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Sahasranam,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Silo,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Bedrocks,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
InvGate,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Tricentis,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Jumbo,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Defacto,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
PasarPolis,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Ocean,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Layoffsfyi,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Slack,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Jirav,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Radfar,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Caltech,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Guzner,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Accounttoaccount,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Raft,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Outverses,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
NFT,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Humana,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
DEI,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Mercury,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Augmedics,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Heads,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
PII,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
NFTbased,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Weflow,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
eFishery,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Deel,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Stanford,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Viola,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Paperspace,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Clair,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Brinc,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
LayerZeros,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
NDA,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
CADDi,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Lakestar,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
PharmEasy,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Dougs,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
FBN,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Venture,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Shell,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Infisical,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
MyDawa,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Tiny,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Pismo,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Betr,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
BetterBrands,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Humanes,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Heres,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Customer,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Fertifa,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
AIFarm,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Niantic,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Helena,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
HaloCar,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
HRtech,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
EU,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Cyware,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Kenco,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
SigmaRoc,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
IPOsized,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Techstars,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Altman,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
RPA,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
BIPOC,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
SSN,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Parabola,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Redpanda,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Unaric,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
CRV,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Fairphone,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
nonSchengen,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
FDA,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Flowie,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Remote,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
ML,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Deloitte,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Immigrants,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
BarIlan,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Socure,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Vervoe,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Kiragu,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Dust,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
DePoly,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Baskit,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
IRL,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Lilzs,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
ICP,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Nair,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Frst,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
utu,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
HealthReveal,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
AdobeFigma,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Attribution,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Articles,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Scott,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Forcite,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Reuters,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Venn,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Tarhan,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Frankly,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Plaid,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Data,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
SoulCycle,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Genies,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Kubiks,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Sequoia,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Guardian,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Insight,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Needless,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
EAD,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Getir,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Hott,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Danti,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
SKU,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Proof,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Sun,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
OceanGates,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
GPT3,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Edsoma,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Render,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Shop,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Oso,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Nokia,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
VAT,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Whisper,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Openovate,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Aakash,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
SubSaharan,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Seedstars,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
BlackRock,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
BuzzCutt,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Mistral,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
PagelsMinor,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
None,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Piper,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Mindblooms,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Glystn,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
JeanNicholas,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Sista,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Chorev,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Lenskart,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
LCA,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
SEC,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Clearing,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
PST,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
JDoodle,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
TransUnion,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Bhargava,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Kayas,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Finfra,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Khor,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Aware,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
VC,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Indifi,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Nagawa,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
PMF,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Wardle,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Oova,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
HSBC,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Djust,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Carta,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
NHTSA,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Braswell,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Mushroom,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
FIS,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
OKR,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
CulturePulses,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Gen2,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Uncommon,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Cloudflare,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
Atomico,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
EvenUp,None,None,None,None,None,None,None,None,None,None,None,None,4 0 0 0 0 0 0 0 0 0 0 0 0 0
